IDEMPIERE-3192,Improvement,Closed,Fixed,16/09/16,22/09/16
IDEMPIERE-3191,Improvement,Closed,Fixed,15/09/16,14/10/16
IDEMPIERE-3190,Improvement,Closed,Fixed,09/09/16,05/10/16
IDEMPIERE-3179,Improvement,Closed,Fixed,03/09/16,29/09/16
IDEMPIERE-3169,Improvement,Closed,Fixed,31/08/16,07/06/18
IDEMPIERE-3166,Improvement,Closed,Incomplete,28/08/16,11/07/18
IDEMPIERE-3162,Improvement,Closed,Fixed,17/08/16,24/08/16
IDEMPIERE-3157,Improvement,Closed,Fixed,10/08/16,10/08/16
IDEMPIERE-3153,Improvement,Closed,Fixed,07/08/16,07/08/16
IDEMPIERE-3147,Improvement,Closed,Fixed,03/08/16,18/01/17
IDEMPIERE-3144,Improvement,Closed,Duplicate,31/07/16,19/08/16
IDEMPIERE-3139,Improvement,Closed,Fixed,15/07/16,06/08/16
IDEMPIERE-3137,Improvement,Closed,Fixed,08/07/16,08/07/16
IDEMPIERE-3136,Improvement,Closed,Fixed,06/07/16,18/02/17
IDEMPIERE-3134,Improvement,Closed,Duplicate,05/07/16,06/07/16
IDEMPIERE-3127,Improvement,Closed,Duplicate,13/06/16,13/06/16
IDEMPIERE-3123,Improvement,Closed,Incomplete,06/06/16,06/06/16
IDEMPIERE-3121,Improvement,Closed,Won't Fix,03/06/16,06/08/16
IDEMPIERE-3118,Improvement,Closed,Fixed,30/05/16,10/06/16
IDEMPIERE-3116,New Feature,Closed,Incomplete,30/05/16,30/05/16
IDEMPIERE-3115,Improvement,Closed,Fixed,29/05/16,30/05/16
IDEMPIERE-3109,Improvement,Closed,Cannot Reproduce,20/05/16,30/05/16
IDEMPIERE-3104,Improvement,Closed,Fixed,16/05/16,28/11/16
IDEMPIERE-3103,Improvement,Closed,Duplicate,15/05/16,08/07/16
IDEMPIERE-3096,Improvement,Closed,Fixed,12/05/16,24/10/17
IDEMPIERE-3092,Improvement,Closed,Duplicate,06/05/16,06/05/16
IDEMPIERE-3090,Improvement,Closed,Fixed,05/05/16,05/05/16
IDEMPIERE-3073,Improvement,Closed,Fixed,17/04/16,30/05/16
IDEMPIERE-3067,Improvement,Closed,Fixed,03/04/16,08/05/16
IDEMPIERE-3060,Improvement,Closed,Duplicate,24/03/16,06/07/16
IDEMPIERE-3058,Improvement,Closed,Fixed,22/03/16,06/04/16
IDEMPIERE-3057,New Feature,Closed,Fixed,22/03/16,22/03/16
IDEMPIERE-3039,Improvement,Closed,Fixed,25/02/16,18/01/17
IDEMPIERE-3034,Improvement,Closed,Incomplete,19/02/16,27/07/18
IDEMPIERE-3032,Improvement,Closed,Fixed,17/02/16,17/02/16
IDEMPIERE-3022,Improvement,Closed,Fixed,01/02/16,03/02/16
IDEMPIERE-3021,Improvement,Closed,Won't Fix,31/01/16,17/02/16
IDEMPIERE-3020,Improvement,Closed,Fixed,30/01/16,17/02/16
IDEMPIERE-3018,Improvement,Closed,Won't Fix,29/01/16,24/07/18
IDEMPIERE-3010,Improvement,Closed,Won't Fix,22/01/16,30/05/16
IDEMPIERE-3008,Improvement,Closed,Fixed,20/01/16,20/01/16
IDEMPIERE-3005,Improvement,Closed,Fixed,19/01/16,03/02/16
IDEMPIERE-3003,Improvement,Closed,Fixed,15/01/16,20/01/16
IDEMPIERE-3000,New Feature,Closed,Fixed,11/01/16,14/10/16
IDEMPIERE-2990,Improvement,Closed,Fixed,05/01/16,29/04/16
IDEMPIERE-2987,Improvement,Closed,Duplicate,28/12/15,25/10/17
IDEMPIERE-2985,Improvement,Closed,Fixed,23/12/15,20/01/16
IDEMPIERE-2974,Improvement,Closed,Duplicate,13/12/15,06/07/16
IDEMPIERE-2973,Improvement,Closed,Fixed,12/12/15,12/12/15
IDEMPIERE-2970,New Feature,Closed,Fixed,10/12/15,06/11/17
IDEMPIERE-2969,Improvement,Closed,Fixed,10/12/15,17/05/16
IDEMPIERE-2968,Improvement,Closed,Won't Fix,10/12/15,25/12/15
IDEMPIERE-2966,Improvement,Closed,Fixed,09/12/15,06/07/16
IDEMPIERE-2961,Improvement,Closed,Fixed,06/12/15,06/12/15
IDEMPIERE-2951,Improvement,Closed,Fixed,25/11/15,08/08/16
IDEMPIERE-2947,Improvement,Closed,Fixed,17/11/15,12/12/15
IDEMPIERE-2944,Improvement,Closed,Fixed,16/11/15,09/07/18
IDEMPIERE-2940,Improvement,Closed,Fixed,13/11/15,18/11/15
IDEMPIERE-2932,Improvement,Closed,Fixed,09/11/15,11/11/15
IDEMPIERE-2928,Improvement,Closed,Fixed,07/11/15,11/11/15
IDEMPIERE-2915,Improvement,Closed,Won't Fix,28/10/15,28/10/15
IDEMPIERE-2908,Improvement,Closed,Fixed,25/10/15,25/10/15
IDEMPIERE-2907,Improvement,Closed,Fixed,22/10/15,18/03/16
IDEMPIERE-2906,Improvement,Closed,Fixed,22/10/15,23/10/15
IDEMPIERE-2898,Improvement,Closed,Fixed,21/10/15,22/10/15
IDEMPIERE-2897,Improvement,Closed,Fixed,21/10/15,23/10/15
IDEMPIERE-2896,Improvement,Closed,Fixed,21/10/15,22/10/15
IDEMPIERE-2895,Improvement,Closed,Fixed,21/10/15,22/10/15
IDEMPIERE-2894,Improvement,Closed,Fixed,21/10/15,21/10/15
IDEMPIERE-2892,Improvement,Closed,Fixed,19/10/15,21/10/15
IDEMPIERE-2879,Improvement,Closed,Fixed,06/10/15,12/12/15
IDEMPIERE-2878,Improvement,Closed,Fixed,05/10/15,07/10/15
IDEMPIERE-2877,Improvement,Closed,Fixed,05/10/15,13/10/17
IDEMPIERE-2875,Improvement,Closed,Fixed,02/10/15,02/10/15
IDEMPIERE-2871,Improvement,Closed,Fixed,30/09/15,01/10/15
IDEMPIERE-2868,Improvement,Closed,Fixed,28/09/15,25/10/15
IDEMPIERE-2857,Improvement,Closed,Fixed,17/09/15,09/07/18
IDEMPIERE-2852,Improvement,Closed,Fixed,15/09/15,02/05/18
IDEMPIERE-2841,Improvement,Closed,Duplicate,15/09/15,20/06/18
IDEMPIERE-2839,Improvement,Closed,Duplicate,15/09/15,15/10/15
IDEMPIERE-2825,Improvement,Closed,Fixed,15/09/15,01/05/18
IDEMPIERE-2822,Improvement,Closed,Duplicate,15/09/15,16/09/15
IDEMPIERE-2812,Improvement,Closed,Fixed,15/09/15,07/12/15
IDEMPIERE-2811,Improvement,Closed,Fixed,15/09/15,27/01/16
IDEMPIERE-2792,Improvement,Closed,Fixed,26/08/15,26/08/15
IDEMPIERE-2782,Improvement,Closed,Duplicate,22/08/15,06/07/16
IDEMPIERE-2780,Improvement,Closed,Fixed,21/08/15,26/08/15
IDEMPIERE-2778,Improvement,Closed,Fixed,20/08/15,01/08/16
IDEMPIERE-2775,Improvement,Closed,Fixed,18/08/15,18/08/15
IDEMPIERE-2771,Improvement,Closed,Fixed,13/08/15,19/08/15
IDEMPIERE-2755,Improvement,Closed,Fixed,05/08/15,12/08/15
IDEMPIERE-2751,Improvement,Closed,Fixed,03/08/15,19/08/15
IDEMPIERE-2744,New Feature,Closed,Fixed,29/07/15,29/07/15
IDEMPIERE-2741,Improvement,Closed,Won't Fix,28/07/15,28/07/15
